industry,facility_size,leak_category,leak_contribution,intervention_id,intervention_category,intervention_cost,expected_CO2_reduction,implementation_difficulty,industry_fit,adoption_outcome
textile,small,materials,0.272,INT-MAT-002,materials,28569.0,14.37,medium,True,68.7
textile,medium,materials,0.456,INT-MAT-002,materials,24358.0,18.29,medium,True,87.8
textile,small,materials,0.524,INT-MAT-002,materials,25772.0,16.74,medium,True,83.2
plastic,large,materials,0.594,INT-MAT-002,materials,25061.0,18.14,medium,True,94.7
plastic,small,materials,0.436,INT-MAT-002,materials,26012.0,16.1,medium,True,84.1
textile,small,materials,0.239,INT-MAT-002,materials,25907.0,15.83,medium,True,71.4
plastic,small,materials,0.441,INT-MAT-002,materials,30920.0,15.2,medium,True,75.9
textile,small,materials,0.593,INT-MAT-002,materials,24177.0,17.73,medium,True,86.9
plastic,medium,materials,0.086,INT-MAT-002,materials,28800.0,18.93,medium,True,74.0
textile,medium,materials,0.39,INT-MAT-002,materials,30455.0,17.75,medium,True,86.4
plastic,small,materials,0.235,INT-MAT-002,materials,26570.0,18.64,medium,True,77.8
plastic,medium,materials,0.333,INT-MAT-002,materials,24701.0,15.2,medium,True,78.3
plastic,large,materials,0.183,INT-MAT-002,materials,30229.0,14.5,medium,True,73.6
textile,small,materials,0.408,INT-MAT-002,materials,30162.0,18.12,medium,True,81.5
plastic,medium,materials,0.578,INT-MAT-002,materials,28735.0,17.31,medium,True,92.5
plastic,medium,materials,0.185,INT-MAT-002,materials,28331.0,16.41,medium,True,72.5
textile,medium,materials,0.384,INT-MAT-002,materials,29322.0,17.59,medium,True,86.2
plastic,large,materials,0.395,INT-MAT-002,materials,24650.0,15.38,medium,True,83.8
textile,medium,materials,0.388,INT-MAT-002,materials,25663.0,17.66,medium,True,89.0
textile,large,materials,0.312,INT-MAT-002,materials,31059.0,17.61,medium,True,85.0
textile,small,materials,0.18,INT-MAT-002,materials,26936.0,18.7,medium,True,71.6
plastic,large,materials,0.504,INT-MAT-002,materials,27020.0,17.85,medium,True,91.3
plastic,large,materials,0.289,INT-MAT-002,materials,24228.0,18.6,medium,True,85.8
textile,medium,materials,0.506,INT-MAT-002,materials,27988.0,14.19,medium,True,82.6
textile,large,materials,0.108,INT-MAT-002,materials,31699.0,18.66,medium,True,77.3
plastic,large,materials,0.142,INT-MAT-003,materials,16701.0,11.59,low,True,68.9
plastic,medium,materials,0.365,INT-MAT-003,materials,17376.0,11.33,low,True,83.9
plastic,large,materials,0.159,INT-MAT-003,materials,21357.0,14.12,low,True,75.5
plastic,medium,materials,0.439,INT-MAT-003,materials,16244.0,14.33,low,True,87.2
plastic,medium,materials,0.086,INT-MAT-003,materials,19055.0,12.63,low,True,74.1
plastic,large,materials,0.275,INT-MAT-003,materials,21679.0,11.36,low,True,79.0
plastic,small,materials,0.34,INT-MAT-003,materials,19819.0,14.3,low,True,76.9
plastic,large,materials,0.321,INT-MAT-003,materials,16327.0,13.04,low,True,84.5
plastic,small,materials,0.394,INT-MAT-003,materials,18408.0,10.87,low,True,78.6
plastic,small,materials,0.37,INT-MAT-003,materials,20431.0,13.84,low,True,79.8
plastic,large,materials,0.527,INT-MAT-003,materials,16847.0,14.21,low,True,91.1
plastic,medium,materials,0.082,INT-MAT-003,materials,18688.0,11.97,low,True,69.2
plastic,small,materials,0.479,INT-MAT-003,materials,21241.0,13.18,low,True,83.8
textile,small,materials,0.57,INT-MAT-003,materials,21569.0,12.26,low,False,23.2
plastic,large,materials,0.155,INT-MAT-003,materials,19651.0,11.59,low,True,73.9
plastic,large,materials,0.506,INT-MAT-003,materials,18959.0,13.63,low,True,89.5
plastic,small,materials,0.508,INT-MAT-003,materials,21292.0,14.03,low,True,87.0
plastic,small,waste,0.3,INT-MAT-003,materials,19344.0,12.01,low,False,22.9
plastic,medium,materials,0.338,INT-MAT-003,materials,21210.0,13.09,low,True,84.0
plastic,small,materials,0.508,INT-MAT-003,materials,17281.0,13.42,low,True,83.7
plastic,medium,materials,0.231,INT-MAT-003,materials,21175.0,13.47,low,True,80.2
plastic,small,waste,0.298,INT-MAT-003,materials,20789.0,13.52,low,False,20.3
plastic,medium,materials,0.135,INT-MAT-003,materials,17437.0,13.89,low,True,76.2
plastic,medium,materials,0.499,INT-MAT-003,materials,21252.0,10.98,low,True,82.0
plastic,small,materials,0.313,INT-MAT-003,materials,18422.0,12.49,low,True,72.5
plastic,small,materials,0.468,INT-MAT-003,materials,18096.0,13.74,low,True,86.8
plastic,medium,materials,0.228,INT-MAT-003,materials,20363.0,11.61,low,True,73.7
plastic,medium,materials,0.278,INT-MAT-003,materials,21142.0,14.44,low,True,86.2
plastic,large,materials,0.438,INT-MAT-003,materials,19187.0,12.18,low,True,82.8
plastic,medium,materials,0.544,INT-MAT-003,materials,17461.0,11.35,low,True,86.8
plastic,small,materials,0.153,INT-MAT-003,materials,21055.0,11.57,low,True,65.0
textile,small,materials,0.346,INT-MAT-003,materials,20752.0,12.05,low,False,20.4
plastic,small,materials,0.151,INT-MAT-003,materials,18393.0,14.09,low,True,70.9
plastic,large,materials,0.254,INT-MAT-003,materials,17701.0,12.45,low,True,77.8
plastic,small,materials,0.128,INT-MAT-003,materials,20963.0,11.37,low,True,63.1
plastic,large,materials,0.187,INT-MAT-003,materials,17214.0,12.59,low,True,75.4
plastic,small,materials,0.122,INT-MAT-003,materials,21178.0,13.72,low,True,71.5
plastic,large,materials,0.353,INT-MAT-003,materials,19871.0,14.18,low,True,87.8
plastic,small,energy,0.312,INT-MAT-003,materials,19999.0,13.89,low,False,15.7
plastic,small,materials,0.105,INT-MAT-003,materials,20448.0,12.05,low,True,63.9
textile,small,materials,0.141,INT-MAT-004,materials,29954.0,7.81,high,True,46.3
plastic,large,materials,0.36,INT-MAT-004,materials,38437.0,7.24,high,True,66.1
textile,medium,waste,0.52,INT-MAT-004,materials,34813.0,7.79,high,False,18.4
textile,large,energy,0.112,INT-MAT-004,materials,34978.0,6.64,high,False,10.7
plastic,medium,materials,0.166,INT-MAT-004,materials,29359.0,8.34,high,True,50.2
textile,medium,materials,0.227,INT-MAT-004,materials,34987.0,7.35,high,True,54.3
plastic,large,materials,0.577,INT-MAT-004,materials,38904.0,8.04,high,True,70.8
textile,large,materials,0.195,INT-MAT-004,materials,33502.0,7.42,high,True,57.6
textile,medium,materials,0.221,INT-MAT-004,materials,32691.0,6.48,high,True,49.8
textile,medium,materials,0.189,INT-MAT-004,materials,34896.0,6.9,high,True,51.3
plastic,large,materials,0.304,INT-MAT-004,materials,37213.0,7.1,high,True,58.7
textile,medium,materials,0.469,INT-MAT-004,materials,33571.0,7.31,high,True,61.9
textile,medium,materials,0.144,INT-MAT-004,materials,33087.0,7.63,high,True,48.0
plastic,large,materials,0.091,INT-MAT-004,materials,31445.0,6.64,high,True,48.0
textile,small,materials,0.081,INT-MAT-004,materials,30551.0,6.59,high,True,40.0
plastic,medium,materials,0.093,INT-MAT-004,materials,38502.0,6.62,high,True,45.6
textile,large,materials,0.397,INT-MAT-004,materials,38964.0,6.57,high,True,64.2
textile,large,materials,0.28,INT-MAT-004,materials,38399.0,6.71,high,True,60.2
textile,large,materials,0.11,INT-MAT-004,materials,38313.0,7.65,high,True,49.7
textile,medium,materials,0.317,INT-MAT-004,materials,30481.0,6.92,high,True,59.4
plastic,large,materials,0.164,INT-MAT-004,materials,35776.0,6.51,high,True,48.5
plastic,medium,materials,0.443,INT-MAT-004,materials,34962.0,6.84,high,True,64.2
textile,large,materials,0.247,INT-MAT-004,materials,29776.0,6.93,high,True,56.7
food,large,materials,0.168,INT-MAT-004,materials,31793.0,7.32,high,False,18.4
plastic,small,materials,0.16,INT-MAT-004,materials,36822.0,6.71,high,True,38.4
textile,small,materials,0.086,INT-MAT-004,materials,31429.0,8.43,high,True,39.9
textile,large,materials,0.214,INT-MAT-004,materials,34438.0,7.1,high,True,54.0
plastic,large,materials,0.418,INT-MAT-004,materials,30207.0,8.47,high,True,66.3
plastic,small,materials,0.452,INT-MAT-004,materials,37826.0,7.76,high,True,53.8
textile,large,materials,0.205,INT-MAT-004,materials,29519.0,7.61,high,True,56.6
textile,medium,materials,0.241,INT-MAT-004,materials,34499.0,7.64,high,True,50.5
textile,small,energy,0.131,INT-MAT-004,materials,37358.0,7.71,high,False,5.2
plastic,small,materials,0.387,INT-MAT-004,materials,30030.0,6.55,high,True,50.6
plastic,large,materials,0.443,INT-MAT-004,materials,31742.0,7.97,high,True,69.1
textile,small,materials,0.284,INT-MAT-004,materials,36472.0,7.44,high,True,43.4
plastic,small,materials,0.527,INT-MAT-004,materials,35045.0,7.23,high,True,55.3
plastic,small,materials,0.592,INT-MAT-004,materials,36102.0,7.77,high,True,55.2
textile,medium,materials,0.561,INT-MAT-004,materials,36700.0,7.38,high,True,61.5
textile,large,materials,0.541,INT-MAT-004,materials,29895.0,7.83,high,True,68.8
textile,medium,materials,0.159,INT-MAT-004,materials,31099.0,6.98,high,True,53.2
plastic,small,materials,0.274,INT-MAT-005,materials,15741.0,9.15,medium,True,59.1
plastic,small,materials,0.088,INT-MAT-005,materials,18227.0,10.29,medium,True,60.9
plastic,small,materials,0.398,INT-MAT-005,materials,16522.0,8.74,medium,True,67.8
plastic,large,materials,0.486,INT-MAT-005,materials,17253.0,8.88,medium,True,74.3
plastic,large,materials,0.535,INT-MAT-005,materials,17997.0,10.39,medium,True,76.1
plastic,large,materials,0.283,INT-MAT-005,materials,14837.0,8.47,medium,True,68.6
plastic,small,waste,0.413,INT-MAT-005,materials,16845.0,8.92,medium,False,21.0
plastic,large,energy,0.213,INT-MAT-005,materials,17014.0,9.84,medium,False,23.1
plastic,small,materials,0.43,INT-MAT-005,materials,14899.0,8.76,medium,True,69.1
plastic,large,materials,0.179,INT-MAT-005,materials,14526.0,9.52,medium,True,64.5
plastic,small,energy,0.549,INT-MAT-005,materials,14072.0,8.11,medium,False,23.8
plastic,medium,materials,0.11,INT-MAT-005,materials,17329.0,9.05,medium,True,61.6
plastic,medium,materials,0.51,INT-MAT-005,materials,16670.0,10.06,medium,True,80.5
plastic,large,materials,0.08,INT-MAT-005,materials,16473.0,8.99,medium,True,62.3
plastic,medium,materials,0.11,INT-MAT-005,materials,17997.0,8.87,medium,True,57.7
plastic,large,materials,0.392,INT-MAT-005,materials,16915.0,8.26,medium,True,68.7
plastic,small,materials,0.593,INT-MAT-005,materials,16826.0,9.99,medium,True,73.9
plastic,medium,materials,0.27,INT-MAT-005,materials,13621.0,9.42,medium,True,70.0
plastic,small,materials,0.17,INT-MAT-005,materials,13877.0,8.22,medium,True,60.8
plastic,small,materials,0.181,INT-MAT-005,materials,13729.0,9.55,medium,True,56.8
plastic,small,materials,0.369,INT-MAT-005,materials,14052.0,8.43,medium,True,66.5
plastic,small,waste,0.418,INT-MAT-005,materials,18056.0,9.17,medium,False,20.2
plastic,small,materials,0.263,INT-MAT-005,materials,16966.0,10.22,medium,True,68.2
plastic,small,materials,0.264,INT-MAT-005,materials,13662.0,8.78,medium,True,60.8
plastic,medium,materials,0.442,INT-MAT-005,materials,14267.0,10.27,medium,True,74.3
plastic,large,materials,0.331,INT-MAT-005,materials,15709.0,8.31,medium,True,67.7
plastic,medium,materials,0.576,INT-MAT-005,materials,14967.0,8.99,medium,True,74.9
plastic,small,materials,0.558,INT-MAT-005,materials,15040.0,8.31,medium,True,72.5
plastic,small,materials,0.326,INT-MAT-005,materials,18263.0,9.55,medium,True,64.5
plastic,large,materials,0.498,INT-MAT-005,materials,14087.0,8.86,medium,True,77.5
plastic,small,materials,0.117,INT-MAT-005,materials,15890.0,8.95,medium,True,51.8
plastic,small,materials,0.575,INT-MAT-005,materials,14273.0,10.7,medium,True,71.4
plastic,large,materials,0.506,INT-MAT-005,materials,15921.0,9.49,medium,True,80.3
plastic,large,materials,0.097,INT-MAT-005,materials,14923.0,8.26,medium,True,57.5
plastic,small,materials,0.127,INT-MAT-005,materials,15680.0,8.98,medium,True,52.6
plastic,medium,materials,0.333,INT-MAT-005,materials,18238.0,10.12,medium,True,67.8
plastic,small,energy,0.246,INT-MAT-005,materials,14829.0,10.81,medium,False,16.2
plastic,large,materials,0.392,INT-MAT-005,materials,13944.0,10.62,medium,True,74.1
plastic,small,materials,0.232,INT-MAT-005,materials,13907.0,10.07,medium,True,65.7
plastic,large,materials,0.306,INT-MAT-005,materials,16997.0,10.25,medium,True,67.8
textile,small,materials,0.521,INT-MAT-006,materials,31060.0,10.09,medium,True,69.9
textile,large,materials,0.271,INT-MAT-006,materials,29618.0,11.08,medium,True,71.7
textile,small,materials,0.257,INT-MAT-006,materials,33992.0,9.87,medium,True,49.4
textile,medium,materials,0.387,INT-MAT-006,materials,33547.0,10.65,medium,True,70.8
textile,large,materials,0.251,INT-MAT-006,materials,30958.0,10.53,medium,True,68.5
textile,medium,materials,0.245,INT-MAT-006,materials,29570.0,11.28,medium,True,64.3
textile,large,materials,0.441,INT-MAT-006,materials,32371.0,9.8,medium,True,74.5
textile,medium,materials,0.165,INT-MAT-006,materials,31067.0,10.75,medium,True,63.7
plastic,medium,materials,0.229,INT-MAT-006,materials,34406.0,12.39,medium,False,21.8
textile,medium,materials,0.571,INT-MAT-006,materials,30435.0,10.24,medium,True,76.0
textile,large,materials,0.465,INT-MAT-006,materials,34970.0,9.6,medium,True,72.3
textile,small,materials,0.116,INT-MAT-006,materials,34110.0,11.08,medium,True,54.5
textile,large,materials,0.211,INT-MAT-006,materials,31056.0,9.68,medium,True,65.3
textile,large,materials,0.108,INT-MAT-006,materials,29135.0,10.12,medium,True,58.9
textile,large,materials,0.528,INT-MAT-006,materials,29533.0,11.52,medium,True,82.0
textile,small,materials,0.125,INT-MAT-006,materials,34520.0,12.4,medium,True,57.9
textile,small,materials,0.209,INT-MAT-006,materials,27056.0,11.2,medium,True,57.0
textile,medium,materials,0.217,INT-MAT-006,materials,28097.0,9.48,medium,True,60.0
textile,small,materials,0.433,INT-MAT-006,materials,33386.0,10.43,medium,True,60.9
textile,large,materials,0.098,INT-MAT-006,materials,35565.0,11.93,medium,True,63.7
textile,small,materials,0.315,INT-MAT-006,materials,33693.0,9.37,medium,True,58.9
textile,small,materials,0.402,INT-MAT-006,materials,29152.0,10.37,medium,True,60.5
textile,medium,materials,0.293,INT-MAT-006,materials,31490.0,10.78,medium,True,63.8
textile,small,materials,0.31,INT-MAT-006,materials,32909.0,12.12,medium,True,60.1
textile,large,materials,0.432,INT-MAT-006,materials,33289.0,10.04,medium,True,75.7
textile,medium,materials,0.505,INT-MAT-006,materials,33019.0,11.85,medium,True,78.9
textile,medium,materials,0.377,INT-MAT-006,materials,26356.0,11.48,medium,True,76.4
textile,large,materials,0.434,INT-MAT-006,materials,28936.0,12.51,medium,True,82.7
textile,small,waste,0.473,INT-MAT-006,materials,32018.0,9.92,medium,False,18.1
textile,medium,materials,0.137,INT-MAT-006,materials,29893.0,11.02,medium,True,61.9
textile,medium,materials,0.516,INT-MAT-006,materials,30855.0,9.51,medium,True,74.2
textile,small,materials,0.494,INT-MAT-006,materials,28473.0,11.3,medium,True,71.2
textile,small,materials,0.363,INT-MAT-006,materials,34589.0,10.09,medium,True,57.5
textile,medium,materials,0.14,INT-MAT-006,materials,34273.0,12.2,medium,True,67.1
textile,small,materials,0.496,INT-MAT-006,materials,30984.0,12.41,medium,True,66.6
textile,medium,materials,0.342,INT-MAT-006,materials,34762.0,9.96,medium,True,70.8
textile,large,materials,0.515,INT-MAT-006,materials,29203.0,11.86,medium,True,81.5
textile,large,materials,0.248,INT-MAT-006,materials,29949.0,12.06,medium,True,72.3
textile,small,materials,0.492,INT-MAT-006,materials,30086.0,11.73,medium,True,72.3
textile,small,materials,0.332,INT-MAT-006,materials,33598.0,10.32,medium,True,61.7
food,small,materials,0.103,INT-MAT-007,materials,17240.0,6.89,low,True,55.1
food,small,materials,0.148,INT-MAT-007,materials,15005.0,5.68,low,True,53.8
food,medium,materials,0.208,INT-MAT-007,materials,13645.0,5.69,low,True,64.4
food,medium,materials,0.393,INT-MAT-007,materials,15875.0,5.95,low,True,72.2
food,medium,materials,0.224,INT-MAT-007,materials,14779.0,6.82,low,True,66.6
food,medium,materials,0.43,INT-MAT-007,materials,15642.0,5.62,low,True,76.1
textile,medium,materials,0.386,INT-MAT-007,materials,13028.0,6.8,low,False,17.5
food,medium,materials,0.096,INT-MAT-007,materials,16421.0,5.6,low,True,60.5
food,medium,materials,0.282,INT-MAT-007,materials,13862.0,6.87,low,True,70.4
food,large,materials,0.245,INT-MAT-007,materials,13123.0,5.56,low,True,64.4
food,small,materials,0.552,INT-MAT-007,materials,16755.0,6.53,low,True,67.4
food,medium,materials,0.278,INT-MAT-007,materials,15341.0,5.94,low,True,64.1
food,small,materials,0.491,INT-MAT-007,materials,16702.0,5.87,low,True,73.6
food,large,materials,0.169,INT-MAT-007,materials,14666.0,6.18,low,True,66.3
food,small,materials,0.575,INT-MAT-007,materials,15518.0,5.98,low,True,72.1
food,medium,materials,0.471,INT-MAT-007,materials,14656.0,5.83,low,True,72.8
food,small,materials,0.539,INT-MAT-007,materials,13848.0,6.34,low,True,74.4
food,small,materials,0.428,INT-MAT-007,materials,14726.0,6.64,low,True,71.4
food,small,materials,0.523,INT-MAT-007,materials,16496.0,6.63,low,True,72.8
food,medium,materials,0.348,INT-MAT-007,materials,16580.0,6.07,low,True,73.0
food,medium,materials,0.449,INT-MAT-007,materials,16156.0,7.01,low,True,74.9
food,small,materials,0.167,INT-MAT-007,materials,17137.0,5.74,low,True,59.3
food,large,materials,0.178,INT-MAT-007,materials,16604.0,6.22,low,True,68.0
food,medium,materials,0.536,INT-MAT-007,materials,14143.0,5.64,low,True,75.8
food,large,materials,0.322,INT-MAT-007,materials,14297.0,5.76,low,True,69.3
textile,small,energy,0.25,INT-MAT-007,materials,13148.0,5.73,low,False,19.6
food,large,materials,0.424,INT-MAT-007,materials,15588.0,7.02,low,True,72.0
food,medium,materials,0.492,INT-MAT-007,materials,14961.0,6.58,low,True,78.3
food,small,materials,0.515,INT-MAT-007,materials,16948.0,5.69,low,True,68.6
food,small,materials,0.261,INT-MAT-007,materials,15892.0,5.68,low,True,61.1
food,large,materials,0.372,INT-MAT-007,materials,15689.0,6.48,low,True,72.7
food,small,materials,0.187,INT-MAT-007,materials,14156.0,5.6,low,True,58.4
food,small,materials,0.407,INT-MAT-007,materials,16961.0,6.75,low,True,69.6
food,large,materials,0.304,INT-MAT-007,materials,14506.0,6.07,low,True,66.2
food,medium,materials,0.48,INT-MAT-007,materials,15575.0,6.27,low,True,74.2
food,medium,materials,0.25,INT-MAT-007,materials,16960.0,6.43,low,True,68.1
food,medium,materials,0.324,INT-MAT-007,materials,14056.0,6.09,low,True,72.0
food,large,materials,0.435,INT-MAT-007,materials,15642.0,6.48,low,True,73.5
food,large,materials,0.203,INT-MAT-007,materials,14025.0,6.06,low,True,64.7
food,large,materials,0.194,INT-MAT-007,materials,16369.0,6.08,low,True,65.5
plastic,medium,materials,0.431,INT-WST-001,waste,13344.0,9.99,low,True,78.4
plastic,small,waste,0.323,INT-WST-001,waste,13457.0,8.02,low,True,71.1
plastic,medium,materials,0.081,INT-WST-001,waste,15902.0,7.53,low,True,60.7
plastic,medium,materials,0.321,INT-WST-001,waste,15993.0,7.58,low,True,67.5
plastic,large,materials,0.154,INT-WST-001,waste,14686.0,8.84,low,True,68.1
plastic,large,materials,0.288,INT-WST-001,waste,12461.0,7.99,low,True,71.8
plastic,large,materials,0.275,INT-WST-001,waste,14708.0,9.63,low,True,73.5
plastic,large,materials,0.327,INT-WST-001,waste,15535.0,8.5,low,True,73.1
plastic,medium,materials,0.423,INT-WST-001,waste,13708.0,8.06,low,True,74.2
plastic,small,materials,0.371,INT-WST-001,waste,14154.0,9.67,low,True,72.3
textile,medium,waste,0.099,INT-WST-001,waste,13988.0,8.18,low,False,13.4
plastic,medium,materials,0.118,INT-WST-001,waste,12680.0,7.98,low,True,60.8
plastic,small,waste,0.127,INT-WST-001,waste,15578.0,8.26,low,True,60.6
plastic,medium,materials,0.116,INT-WST-001,waste,14392.0,10.09,low,True,69.3
plastic,small,waste,0.147,INT-WST-001,waste,14818.0,8.2,low,True,57.5
plastic,medium,waste,0.305,INT-WST-001,waste,12502.0,10.0,low,True,76.3
plastic,large,waste,0.185,INT-WST-001,waste,12130.0,7.85,low,True,64.2
plastic,medium,waste,0.382,INT-WST-001,waste,12884.0,8.46,low,True,73.1
plastic,small,materials,0.598,INT-WST-001,waste,16014.0,8.6,low,True,76.6
plastic,small,waste,0.13,INT-WST-001,waste,13803.0,8.38,low,True,58.0
plastic,small,waste,0.205,INT-WST-001,waste,14161.0,7.97,low,True,57.0
plastic,medium,waste,0.217,INT-WST-001,waste,12624.0,9.93,low,True,71.2
plastic,small,materials,0.315,INT-WST-001,waste,12268.0,9.38,low,True,66.9
plastic,medium,energy,0.494,INT-WST-001,waste,15877.0,9.2,low,False,25.0
plastic,medium,materials,0.265,INT-WST-001,waste,14590.0,8.92,low,True,69.8
plastic,large,materials,0.507,INT-WST-001,waste,13758.0,9.47,low,True,82.3
food,medium,materials,0.218,INT-WST-001,waste,13440.0,9.37,low,False,19.4
plastic,small,waste,0.511,INT-WST-001,waste,15469.0,8.25,low,True,73.4
plastic,medium,waste,0.446,INT-WST-001,waste,12579.0,9.03,low,True,75.5
plastic,large,materials,0.553,INT-WST-001,waste,12660.0,8.52,low,True,80.0
plastic,large,waste,0.291,INT-WST-001,waste,14627.0,9.0,low,True,71.1
plastic,small,waste,0.459,INT-WST-001,waste,13201.0,8.91,low,True,72.4
plastic,small,waste,0.173,INT-WST-001,waste,12324.0,9.5,low,True,63.4
plastic,small,waste,0.387,INT-WST-001,waste,14512.0,9.29,low,True,71.6
plastic,small,waste,0.239,INT-WST-001,waste,15711.0,7.73,low,True,64.7
plastic,medium,materials,0.247,INT-WST-001,waste,15377.0,9.51,low,True,72.4
plastic,medium,materials,0.53,INT-WST-001,waste,13236.0,8.76,low,True,79.4
plastic,medium,waste,0.598,INT-WST-001,waste,12541.0,8.85,low,True,82.7
plastic,medium,materials,0.406,INT-WST-001,waste,13695.0,8.83,low,True,77.6
plastic,large,waste,0.449,INT-WST-001,waste,15242.0,8.51,low,True,77.1
plastic,large,waste,0.327,INT-WST-002,waste,38916.0,9.02,medium,True,68.2
plastic,small,waste,0.36,INT-WST-002,waste,41219.0,10.42,medium,True,60.9
plastic,medium,energy,0.314,INT-WST-002,waste,38313.0,10.57,medium,False,21.4
plastic,small,waste,0.412,INT-WST-002,waste,38836.0,8.99,medium,True,59.0
plastic,medium,materials,0.448,INT-WST-002,waste,48245.0,9.85,medium,False,20.3
plastic,medium,materials,0.42,INT-WST-002,waste,47025.0,11.21,medium,False,21.8
plastic,medium,materials,0.5,INT-WST-002,waste,37012.0,9.35,medium,False,20.1
plastic,small,waste,0.367,INT-WST-002,waste,46232.0,9.81,medium,True,56.5
plastic,small,waste,0.171,INT-WST-002,waste,36990.0,9.57,medium,True,53.3
plastic,small,waste,0.471,INT-WST-002,waste,38095.0,9.12,medium,True,60.6
plastic,medium,waste,0.265,INT-WST-002,waste,41362.0,9.28,medium,True,61.5
plastic,small,waste,0.587,INT-WST-002,waste,44325.0,9.5,medium,True,62.1
plastic,large,waste,0.194,INT-WST-002,waste,46697.0,10.83,medium,True,65.9
plastic,medium,energy,0.097,INT-WST-002,waste,44927.0,11.36,medium,False,15.6
plastic,medium,waste,0.359,INT-WST-002,waste,43957.0,11.39,medium,True,74.5
plastic,medium,waste,0.453,INT-WST-002,waste,39018.0,11.62,medium,True,74.7
plastic,medium,waste,0.158,INT-WST-002,waste,38053.0,10.6,medium,True,65.3
plastic,large,waste,0.322,INT-WST-002,waste,47748.0,9.8,medium,True,67.5
plastic,medium,waste,0.437,INT-WST-002,waste,42149.0,10.26,medium,True,74.7
plastic,small,waste,0.599,INT-WST-002,waste,41729.0,11.47,medium,True,64.2
plastic,large,waste,0.526,INT-WST-002,waste,39343.0,11.13,medium,True,80.8
plastic,small,waste,0.147,INT-WST-002,waste,46997.0,9.42,medium,True,46.4
plastic,medium,waste,0.124,INT-WST-002,waste,36522.0,9.16,medium,True,61.2
plastic,large,waste,0.311,INT-WST-002,waste,43125.0,10.6,medium,True,70.1
plastic,small,waste,0.262,INT-WST-002,waste,35854.0,9.32,medium,True,57.1
plastic,large,waste,0.351,INT-WST-002,waste,45755.0,9.74,medium,True,71.7
plastic,large,waste,0.524,INT-WST-002,waste,40702.0,11.52,medium,True,82.8
plastic,large,waste,0.185,INT-WST-002,waste,42642.0,9.11,medium,True,69.0
plastic,small,waste,0.569,INT-WST-002,waste,36552.0,10.42,medium,True,69.4
plastic,large,waste,0.093,INT-WST-002,waste,42142.0,11.48,medium,True,65.1
plastic,large,waste,0.46,INT-WST-002,waste,47665.0,11.34,medium,True,79.4
plastic,medium,waste,0.175,INT-WST-002,waste,36561.0,10.99,medium,True,62.5
plastic,small,waste,0.243,INT-WST-002,waste,41826.0,11.26,medium,True,60.0
plastic,large,materials,0.467,INT-WST-002,waste,37188.0,10.42,medium,False,21.7
plastic,large,waste,0.142,INT-WST-002,waste,42152.0,9.45,medium,True,60.4
plastic,medium,waste,0.182,INT-WST-002,waste,46993.0,9.01,medium,True,58.3
plastic,small,waste,0.518,INT-WST-002,waste,47232.0,9.88,medium,True,61.2
plastic,small,waste,0.185,INT-WST-002,waste,45280.0,10.56,medium,True,50.4
plastic,medium,waste,0.473,INT-WST-002,waste,37678.0,11.38,medium,True,74.5
plastic,medium,waste,0.222,INT-WST-002,waste,41601.0,10.8,medium,True,63.0
plastic,large,waste,0.273,INT-WST-003,waste,15149.0,4.51,low,True,64.5
textile,large,waste,0.087,INT-WST-003,waste,14887.0,4.21,low,True,57.2
textile,medium,waste,0.388,INT-WST-003,waste,16866.0,3.81,low,True,67.2
plastic,small,waste,0.549,INT-WST-003,waste,19240.0,4.04,low,True,69.6
textile,large,waste,0.234,INT-WST-003,waste,16459.0,3.62,low,True,59.2
textile,large,waste,0.318,INT-WST-003,waste,16877.0,4.19,low,True,63.5
plastic,large,materials,0.423,INT-WST-003,waste,17647.0,3.99,low,False,20.8
textile,small,waste,0.299,INT-WST-003,waste,17052.0,3.98,low,True,62.5
plastic,large,waste,0.422,INT-WST-003,waste,20082.0,3.87,low,True,69.5
plastic,small,waste,0.338,INT-WST-003,waste,18311.0,4.25,low,True,63.6
textile,medium,waste,0.411,INT-WST-003,waste,19025.0,3.87,low,True,72.9
textile,small,waste,0.23,INT-WST-003,waste,17677.0,4.23,low,True,56.6
food,large,waste,0.266,INT-WST-003,waste,17389.0,4.19,low,False,15.9
plastic,medium,waste,0.401,INT-WST-003,waste,17292.0,3.73,low,True,66.1
plastic,large,waste,0.247,INT-WST-003,waste,17967.0,4.22,low,True,62.0
plastic,medium,waste,0.304,INT-WST-003,waste,16442.0,4.53,low,True,62.8
plastic,medium,waste,0.522,INT-WST-003,waste,18725.0,4.27,low,True,68.7
plastic,large,waste,0.481,INT-WST-003,waste,16540.0,4.39,low,True,68.1
plastic,small,waste,0.53,INT-WST-003,waste,15618.0,4.03,low,True,68.4
plastic,medium,waste,0.265,INT-WST-003,waste,16318.0,4.8,low,True,63.8
textile,medium,waste,0.435,INT-WST-003,waste,14884.0,4.42,low,True,70.0
plastic,large,waste,0.093,INT-WST-003,waste,18570.0,4.82,low,True,55.5
textile,large,waste,0.424,INT-WST-003,waste,18839.0,3.62,low,True,66.5
textile,medium,waste,0.165,INT-WST-003,waste,16787.0,4.64,low,True,60.3
plastic,large,waste,0.119,INT-WST-003,waste,18434.0,4.57,low,True,56.3
plastic,large,waste,0.343,INT-WST-003,waste,19667.0,4.38,low,True,66.3
textile,large,waste,0.185,INT-WST-003,waste,15985.0,4.8,low,True,58.4
